timestamp,worker_id,heart_rate,body_temp,gas,ambient_temp,humidity,motion,risk
2026-04-01 11:39:20.651908,3,128,37.7,274,25.6,43,Normal,Critical
2026-04-01 11:39:22.665087,1,122,37.7,243,25.3,74,Normal,Critical
2026-04-01 11:39:22.665842,2,63,36.5,305,30.5,49,Normal,Warning
2026-04-01 11:39:22.666493,3,79,36.2,283,28.5,41,Normal,Warning
2026-04-01 11:39:24.673269,1,99,37.4,418,32.1,51,Normal,Critical
2026-04-01 11:39:24.673952,2,124,36.1,126,26.2,58,Normal,Critical
2026-04-01 11:39:24.674485,3,102,36.2,350,34.3,45,Normal,Critical
2026-04-01 11:39:26.690728,1,102,37.3,405,29.3,76,Normal,Critical
2026-04-01 11:39:26.691359,2,87,36.0,339,25.3,42,Fall Detected,Critical
2026-04-01 11:39:26.692009,3,103,37.0,385,28.4,74,Normal,Critical
2026-04-01 11:39:28.698585,1,97,36.6,428,32.6,53,Normal,Critical
2026-04-01 11:39:28.699395,2,96,36.3,197,25.8,78,Normal,Critical
2026-04-01 11:39:28.764742,3,87,37.2,264,28.5,59,Normal,Critical
2026-04-01 11:39:30.778053,1,91,36.9,168,32.8,59,Normal,Warning
2026-04-01 11:39:30.778782,2,70,37.2,371,34.9,79,Normal,Critical
2026-04-01 11:39:30.779299,3,125,36.0,410,28.3,50,Normal,Critical
2026-04-01 11:39:32.781147,1,117,37.8,107,32.6,76,Normal,Critical
2026-04-01 11:39:32.781823,2,130,36.9,301,30.0,46,Normal,Critical
2026-04-01 11:39:32.782269,3,66,37.0,475,27.7,79,Normal,Critical
2026-04-01 11:39:34.793342,1,105,37.7,279,30.7,73,Normal,Critical
2026-04-01 11:39:34.793930,2,67,36.9,166,31.6,64,Normal,Safe
2026-04-01 11:39:34.794224,3,70,36.4,130,29.2,65,Normal,Safe
2026-04-01 11:39:36.796031,1,81,36.8,408,33.5,69,Normal,Critical
2026-04-01 11:39:36.797225,2,79,36.9,171,33.1,50,Normal,Safe
2026-04-01 11:39:36.797833,3,76,37.8,436,29.3,57,Fall Detected,Critical
2026-04-01 11:39:38.805378,1,67,36.2,490,32.3,61,Normal,Critical
2026-04-01 11:39:38.805824,2,109,36.4,349,27.9,62,Normal,Critical
2026-04-01 11:39:38.806155,3,109,37.7,386,25.1,55,Fall Detected,Critical
2026-04-01 11:39:40.818011,1,118,36.6,277,33.3,62,Normal,Critical
2026-04-01 11:39:40.818833,2,82,37.7,448,29.1,43,Fall Detected,Critical
2026-04-01 11:39:40.819341,3,116,37.8,159,27.0,57,Normal,Critical
2026-04-01 11:39:42.835773,1,119,37.5,425,28.1,54,Fall Detected,Critical
2026-04-01 11:39:42.836835,2,98,36.9,373,29.2,74,Fall Detected,Critical
2026-04-01 11:39:42.837415,3,68,37.7,136,32.8,45,Normal,Safe
2026-04-01 11:39:43.851742,1,92,38.0,470,34.1,57,Normal,Critical
2026-04-01 11:39:43.852368,2,114,36.2,351,25.2,63,Normal,Critical
2026-04-01 11:39:43.852788,3,128,36.4,328,32.8,40,Normal,Critical
2026-04-01 11:39:44.838772,1,115,36.6,164,33.0,57,Normal,Critical
2026-04-01 11:39:44.839407,2,101,36.2,276,25.6,45,Normal,Critical
2026-04-01 11:39:44.839872,3,82,36.7,411,33.8,50,Normal,Critical
2026-04-01 11:39:45.863008,1,112,36.2,350,27.4,41,Normal,Critical
2026-04-01 11:39:45.863829,2,120,36.5,358,28.8,42,Normal,Critical
2026-04-01 11:39:45.864489,3,117,37.7,169,30.4,44,Normal,Critical
2026-04-01 11:39:47.870007,1,92,37.0,435,27.6,64,Normal,Critical
2026-04-01 11:39:47.870807,2,67,37.6,260,26.1,44,Normal,Warning
2026-04-01 11:39:47.871374,3,63,37.3,477,27.1,79,Normal,Critical
2026-04-01 11:39:49.886647,1,88,37.7,407,34.6,71,Normal,Critical
2026-04-01 11:39:49.887276,2,68,37.8,261,29.0,77,Normal,Warning
2026-04-01 11:39:49.887649,3,82,37.6,472,31.3,49,Normal,Critical
2026-04-01 11:39:51.900516,1,71,36.6,464,26.5,63,Normal,Critical
2026-04-01 11:39:51.901254,2,75,36.4,462,33.9,79,Normal,Critical
2026-04-01 11:39:51.901693,3,116,37.5,495,27.7,68,Normal,Critical
2026-04-01 11:39:53.903004,1,92,36.2,271,30.5,56,Normal,Critical
2026-04-01 11:39:53.903377,2,97,37.4,330,28.3,59,Normal,Critical
2026-04-01 11:39:53.903624,3,72,36.1,172,28.7,59,Normal,Safe
2026-04-01 11:39:55.907762,1,84,37.3,380,28.4,65,Normal,Critical
2026-04-01 11:39:55.908261,2,121,37.5,292,34.9,43,Normal,Critical
2026-04-01 11:39:55.908563,3,94,37.1,124,32.2,47,Fall Detected,Critical
2026-04-01 11:39:57.911028,1,87,37.7,428,27.3,51,Fall Detected,Critical
2026-04-01 11:39:57.911677,2,102,37.7,294,27.0,62,Normal,Critical
2026-04-01 11:39:57.912266,3,80,36.7,147,31.2,51,Normal,Safe
2026-04-01 11:39:59.923444,1,88,37.2,356,33.3,45,Normal,Critical
2026-04-01 11:39:59.923947,2,88,36.9,216,25.7,54,Normal,Warning
2026-04-01 11:39:59.924254,3,125,37.0,275,25.6,70,Normal,Critical
2026-04-01 11:40:01.929486,1,96,37.3,308,34.6,49,Normal,Critical
2026-04-01 11:40:01.930397,2,80,36.5,245,33.3,63,Normal,Warning
2026-04-01 11:40:01.931022,3,108,36.4,297,32.8,47,Normal,Critical
2026-04-01 11:40:03.933858,1,104,36.9,175,25.2,51,Fall Detected,Critical
2026-04-01 11:40:03.934407,2,62,37.4,470,33.9,54,Normal,Critical
2026-04-01 11:40:03.935221,3,105,36.8,148,25.9,52,Normal,Critical
2026-04-01 11:40:05.942786,1,128,37.9,255,29.7,53,Normal,Critical
2026-04-01 11:40:05.943347,2,86,37.2,192,28.8,65,Normal,Warning
2026-04-01 11:40:05.944208,3,112,36.5,272,33.1,42,Fall Detected,Critical
2026-04-01 11:40:06.367799,1,115,37.0,249,27.8,76,Normal,Critical
2026-04-01 11:40:08.048190,1,72,37.3,317,32.8,67,Normal,Warning
2026-04-01 11:40:10.033545,1,103,36.1,109,29.7,59,Normal,Warning
2026-04-01 11:40:12.041510,1,73,37.5,460,30.9,57,Fall Detected,Critical
2026-04-01 11:40:14.044311,1,78,37.3,414,32.9,76,Normal,Critical
2026-04-01 11:40:16.033017,2,91,37.0,248,32.7,64,Normal,Critical
2026-04-01 11:40:18.031749,2,96,37.1,198,26.3,60,Normal,Critical
2026-04-01 11:40:20.040378,2,87,37.1,199,34.5,46,Normal,Warning
2026-04-01 11:40:22.048575,2,99,37.0,429,34.6,43,Normal,Critical
2026-04-01 11:40:24.034040,3,113,36.2,320,25.8,66,Fall Detected,Critical
2026-04-01 11:40:30.674074,1,74,36.8,414,26.4,62,Normal,Critical
2026-04-01 11:40:30.674390,2,76,37.2,147,30.6,70,Normal,Safe
2026-04-01 11:40:30.674570,3,109,37.6,247,30.8,42,Normal,Critical
2026-04-01 11:40:32.691643,1,98,36.2,349,32.5,41,Normal,Critical
2026-04-01 11:40:32.692000,2,113,36.2,392,25.1,78,Normal,Critical
2026-04-01 11:40:32.692242,3,74,36.1,125,29.9,80,Normal,Safe
2026-04-01 11:43:20.806503,1,84,37.2,111,30.4,59,Normal,Safe
2026-04-01 11:43:20.809157,2,70,37.4,327,30.2,72,Normal,Warning
2026-04-01 11:43:20.812682,3,89,37.1,331,28.3,70,Normal,Critical
2026-04-01 11:43:22.830297,1,119,37.7,490,29.6,68,Normal,Critical
2026-04-01 11:43:22.830783,2,129,36.1,256,30.4,59,Normal,Critical
2026-04-01 11:43:22.831221,3,85,36.1,142,27.1,66,Normal,Warning
2026-04-01 11:43:24.845003,1,82,36.4,101,30.9,67,Normal,Safe
2026-04-01 11:43:24.845693,2,63,36.3,181,33.7,76,Normal,Safe
2026-04-01 11:43:24.846264,3,73,37.4,281,33.0,53,Normal,Warning
2026-04-01 11:43:26.852469,1,99,36.1,155,32.5,54,Fall Detected,Critical
2026-04-01 11:43:26.852960,2,97,37.8,131,27.1,51,Normal,Warning
2026-04-01 11:43:26.853475,3,73,36.9,338,28.5,64,Normal,Critical
2026-04-01 11:43:28.864599,1,90,37.3,405,29.0,71,Normal,Critical
2026-04-01 11:43:28.865543,2,98,37.2,243,34.5,63,Normal,Critical
2026-04-01 11:43:28.866277,3,74,36.8,444,26.7,57,Normal,Critical
2026-04-01 11:43:30.869752,1,119,37.9,380,29.6,42,Normal,Critical
2026-04-01 11:43:30.870691,2,73,37.8,135,31.2,73,Normal,Safe
2026-04-01 11:43:30.871429,3,110,38.0,249,25.8,72,Normal,Critical
2026-04-01 11:43:32.880544,1,113,36.6,207,33.8,61,Normal,Critical
2026-04-01 11:43:32.881118,2,91,38.0,245,30.6,45,Normal,Critical
2026-04-01 11:43:32.881562,3,125,37.2,318,30.0,40,Normal,Critical
2026-04-01 11:43:34.888538,1,70,36.5,413,30.1,77,Fall Detected,Critical
2026-04-01 11:43:34.889395,2,92,36.9,285,27.2,45,Normal,Critical
2026-04-01 11:43:34.890582,3,87,37.2,255,27.1,45,Normal,Critical
2026-04-01 11:43:36.904249,1,74,36.6,475,30.5,54,Normal,Critical
2026-04-01 11:43:36.904565,2,105,36.4,110,27.9,45,Normal,Warning
2026-04-01 11:43:36.904760,3,80,37.4,366,32.4,75,Normal,Critical
2026-04-01 11:43:38.911406,1,66,37.8,252,29.5,59,Normal,Safe
2026-04-01 11:43:38.911692,2,103,36.8,263,33.8,69,Normal,Critical
2026-04-01 11:43:38.911852,3,108,36.3,487,31.1,46,Normal,Critical
2026-04-01 11:43:40.918515,1,84,37.3,196,33.3,47,Normal,Warning
2026-04-01 11:43:40.919632,2,100,36.8,230,26.8,78,Normal,Critical
2026-04-01 11:43:40.920678,3,76,37.0,435,31.4,66,Normal,Critical
2026-04-01 11:43:42.936073,1,122,37.3,166,27.8,51,Normal,Critical
2026-04-01 11:43:42.936819,2,93,37.1,295,29.3,46,Normal,Critical
2026-04-01 11:43:42.937394,3,99,37.4,420,33.0,41,Normal,Critical
2026-04-01 11:43:44.947638,1,72,36.8,398,30.5,79,Normal,Critical
2026-04-01 11:43:44.947933,2,72,37.5,396,29.5,43,Normal,Critical
2026-04-01 11:43:44.948102,3,68,37.0,171,34.7,51,Normal,Safe
2026-04-01 11:43:46.956985,1,92,37.9,481,34.8,59,Normal,Critical
2026-04-01 11:43:46.957324,2,83,37.4,455,32.1,57,Normal,Critical
2026-04-01 11:43:46.957785,3,85,37.9,181,26.1,52,Normal,Warning
2026-04-01 11:43:48.969245,1,92,37.9,108,27.4,62,Normal,Warning
2026-04-01 11:43:48.969867,2,88,37.4,335,34.9,54,Normal,Critical
2026-04-01 11:43:48.971450,3,68,37.0,210,34.0,68,Normal,Safe
2026-04-01 11:43:50.984568,1,89,37.1,191,30.0,69,Normal,Warning
2026-04-01 11:43:50.985172,2,66,37.9,278,33.7,44,Normal,Warning
2026-04-01 11:43:50.986786,3,68,37.0,261,26.3,41,Normal,Warning
2026-04-01 11:43:52.988951,1,94,36.8,171,34.4,61,Normal,Warning
2026-04-01 11:43:52.989850,2,103,36.7,455,31.3,66,Normal,Critical
2026-04-01 11:43:52.990750,3,64,36.3,364,26.5,50,Normal,Warning
2026-04-01 11:43:54.997028,1,114,37.1,289,34.4,78,Normal,Critical
2026-04-01 11:43:54.997950,2,106,36.1,490,32.3,53,Fall Detected,Critical
2026-04-01 11:43:54.998806,3,108,36.4,490,30.0,70,Normal,Critical
2026-04-01 11:43:57.015098,1,60,37.4,279,33.0,55,Normal,Safe
2026-04-01 11:43:57.015716,2,71,36.1,140,30.6,47,Normal,Safe
2026-04-01 11:43:57.016358,3,78,36.2,417,33.1,45,Normal,Critical
2026-04-01 11:43:59.027711,1,105,36.8,253,27.4,61,Normal,Critical
2026-04-01 11:43:59.028397,2,64,36.9,427,32.4,63,Normal,Critical
2026-04-01 11:43:59.029063,3,94,37.6,190,30.4,75,Normal,Warning
2026-04-01 11:44:01.032686,1,124,37.6,270,34.5,63,Normal,Critical
2026-04-01 11:44:01.033463,2,110,37.0,314,33.2,62,Normal,Critical
2026-04-01 11:44:01.033869,3,89,37.4,300,34.6,47,Normal,Critical
2026-04-01 11:44:03.046860,1,115,36.5,264,26.2,60,Normal,Critical
2026-04-01 11:44:03.047556,2,78,36.6,253,31.3,76,Normal,Warning
2026-04-01 11:44:03.047963,3,105,37.6,413,34.3,61,Normal,Critical
2026-04-01 11:44:04.257966,2,69,37.7,289,30.4,72,Normal,Warning
2026-04-01 11:44:04.396593,2,65,37.0,331,28.5,77,Normal,Warning
2026-04-01 11:44:05.049525,1,63,37.7,483,33.4,77,Normal,Critical
2026-04-01 11:44:05.050182,2,115,37.4,274,29.2,63,Normal,Critical
2026-04-01 11:44:05.050686,3,73,37.9,487,27.0,70,Normal,Critical
2026-04-01 11:44:06.207384,2,73,36.5,227,25.2,59,Normal,Warning
2026-04-01 11:44:08.214142,2,94,37.8,225,33.0,60,Normal,Critical
2026-04-01 11:44:10.208951,1,68,36.4,237,27.2,61,Normal,Safe
2026-04-01 11:44:12.216030,1,64,37.2,234,32.7,77,Normal,Safe
2026-04-01 11:44:12.917564,1,95,37.4,261,26.6,41,Normal,Critical
2026-04-01 11:44:12.918008,2,90,36.6,225,34.8,52,Normal,Critical
2026-04-01 11:44:12.918350,3,123,37.8,459,31.4,68,Normal,Critical
2026-04-01 11:44:14.923298,1,123,36.1,280,34.8,78,Normal,Critical
2026-04-01 11:44:14.924496,2,111,36.6,128,32.3,62,Normal,Critical
2026-04-01 11:44:14.925298,3,90,37.9,303,28.1,80,Normal,Critical
2026-04-01 11:44:17.651982,1,68,36.7,406,27.4,61,Normal,Critical
2026-04-01 11:44:17.652889,2,119,37.4,124,30.9,62,Fall Detected,Critical
2026-04-01 11:44:17.653619,3,83,36.2,188,28.6,75,Normal,Warning
2026-04-01 11:44:18.737472,1,109,36.4,301,31.9,55,Normal,Critical
2026-04-01 11:44:19.668940,1,98,37.6,347,31.0,51,Normal,Critical
2026-04-01 11:44:19.669868,2,112,37.3,294,25.6,55,Normal,Critical
2026-04-01 11:44:19.670682,3,90,37.7,462,31.4,73,Normal,Critical
2026-04-01 11:44:20.723279,1,91,37.7,128,34.1,72,Fall Detected,Critical
2026-04-01 11:44:22.723971,1,71,37.5,405,33.8,67,Normal,Critical
2026-04-01 11:44:24.730360,1,80,37.7,121,33.8,62,Normal,Safe
2026-04-01 11:44:26.739492,1,64,36.6,285,27.3,69,Fall Detected,Critical
2026-04-01 11:44:28.734819,1,127,36.5,198,32.3,51,Normal,Critical
2026-04-01 11:44:30.724427,1,102,36.2,294,32.6,71,Normal,Critical
2026-04-01 11:44:32.731778,1,127,37.3,468,28.6,45,Normal,Critical
2026-04-01 11:44:35.010816,1,85,37.2,475,25.9,48,Normal,Critical
2026-04-01 11:44:37.015421,1,86,37.2,471,33.2,51,Normal,Critical
2026-04-01 11:44:39.013783,1,77,36.6,196,28.0,79,Normal,Warning
2026-04-01 11:44:41.035695,1,83,36.6,188,31.8,43,Normal,Warning
2026-04-01 11:44:43.016640,1,78,38.0,179,30.3,46,Fall Detected,Critical
2026-04-01 11:44:45.014446,1,118,37.7,352,28.9,52,Normal,Critical
2026-04-01 11:44:47.018889,1,86,37.9,448,30.3,41,Fall Detected,Critical
2026-04-01 11:44:49.013191,1,74,37.0,207,31.3,70,Normal,Warning
2026-04-01 11:44:51.012498,1,63,36.9,156,26.8,76,Normal,Safe
2026-04-01 11:44:53.016068,1,106,37.8,125,28.9,45,Normal,Critical
2026-04-01 11:44:55.005210,1,108,36.7,448,28.4,50,Normal,Critical
2026-04-01 11:44:56.730458,1,98,37.2,499,31.7,61,Normal,Critical
2026-04-01 11:44:59.013512,1,119,37.2,408,32.8,50,Fall Detected,Critical
2026-04-01 11:45:01.009175,1,70,37.9,493,28.9,71,Normal,Critical
2026-04-01 11:45:03.012046,1,91,37.0,348,32.2,50,Normal,Critical
2026-04-01 11:45:05.008330,1,101,37.8,177,33.5,76,Normal,Critical
2026-04-01 11:45:06.728599,1,123,37.3,228,27.8,76,Normal,Critical
2026-04-01 11:45:09.011834,1,80,37.7,294,30.9,71,Fall Detected,Critical
2026-04-01 11:45:11.007793,1,122,36.1,409,33.8,77,Normal,Critical
2026-04-01 11:45:12.728050,1,110,37.4,283,26.3,80,Normal,Critical
2026-04-01 11:45:14.738244,1,119,36.6,324,25.2,59,Normal,Critical
2026-04-01 11:45:16.725493,1,75,36.8,286,34.5,72,Normal,Warning
2026-04-01 11:45:18.730950,1,91,36.9,211,29.5,53,Normal,Warning
2026-04-01 11:45:20.731656,1,102,37.3,145,27.7,61,Fall Detected,Critical
2026-04-01 11:45:22.723038,1,108,38.0,404,25.8,58,Normal,Critical
2026-04-01 11:45:24.726407,1,66,36.9,197,26.8,49,Normal,Safe
2026-04-01 11:45:26.727471,1,124,37.8,483,33.4,52,Normal,Critical
2026-04-01 11:45:28.727704,1,74,37.2,340,34.4,56,Normal,Critical
2026-04-01 11:45:30.729003,1,70,36.5,204,32.3,44,Normal,Safe
2026-04-01 11:45:32.732401,1,117,37.2,224,31.1,77,Normal,Critical
2026-04-01 11:45:34.728796,1,98,36.5,437,32.6,71,Normal,Critical
2026-04-01 11:45:36.741030,1,103,36.1,405,32.2,70,Fall Detected,Critical
2026-04-01 11:45:38.727269,1,115,37.8,241,27.4,54,Normal,Critical
2026-04-01 11:45:40.731141,1,123,37.4,439,25.4,42,Fall Detected,Critical
2026-04-01 11:45:42.728722,1,84,37.8,216,32.1,48,Normal,Warning
2026-04-01 11:45:44.737503,1,68,36.4,298,31.4,65,Normal,Warning
2026-04-01 11:45:46.724275,1,106,37.8,357,26.7,63,Normal,Critical
2026-04-01 11:45:49.001197,1,101,37.9,399,32.0,63,Fall Detected,Critical
2026-04-01 11:45:51.017907,1,98,36.7,207,33.0,44,Normal,Critical
2026-04-01 11:45:53.015510,1,107,37.3,154,27.7,48,Normal,Critical
2026-04-01 11:45:55.006456,1,129,37.9,347,34.3,45,Normal,Critical
2026-04-01 11:45:57.004038,1,123,36.2,121,30.1,65,Normal,Critical
2026-04-01 11:45:59.003691,1,119,37.8,114,32.1,55,Normal,Critical
2026-04-01 11:46:01.011519,1,76,37.2,370,32.7,80,Normal,Critical
2026-04-01 11:46:03.006367,1,77,37.4,354,31.6,74,Normal,Critical
2026-04-01 11:46:05.012635,1,127,37.8,291,33.4,64,Normal,Critical
2026-04-01 11:46:07.010055,1,129,36.8,468,34.8,55,Normal,Critical
2026-04-01 11:46:09.003796,1,108,37.7,217,30.4,80,Normal,Critical
2026-04-01 11:46:11.011784,1,124,37.5,305,30.4,65,Normal,Critical
2026-04-01 11:46:13.016453,1,60,38.0,107,25.2,56,Fall Detected,Critical
2026-04-01 11:46:15.015929,1,90,36.3,378,32.9,77,Normal,Critical
